file	class	conviction	origin_family	appearances	raw_tradition
norns.md	SINGULAR	HIGH	Norse		Norse (Eddic)
nott-norse.md	SINGULAR	HIGH	Norse		Norse (Eddic)
nous-hermetic.md	SINGULAR	HIGH	Hermetic		Hermetic
nous-plotinus.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism
nuada.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaelic + Welsh + Romano-British)
nun.md	SINGULAR	HIGH	Egyptian		Egyptian
nungal.md	SINGULAR	HIGH	Mesopotamian		Sumerian
nur-muhammadi.md	SINGULAR	HIGH	Islamic		Sufi Islam — Akbarī school
nuska.md	SINGULAR	HIGH	Mesopotamian		Sumerian
nut.md	SINGULAR	HIGH	Egyptian		Egyptian
nuwa.md	SINGULAR	HIGH	Chinese		Chinese mythology
nyame.md	SINGULAR	HIGH	African		Akan (Asante, Fante, Twi, and related Akan peoples)
nyx-primordial.md	SINGULAR	HIGH	Greek		Greek (Hesiodic and especially Orphic cosmogonies)
nzambi.md	SINGULAR	HIGH	African		BaKongo (Kongo Kingdom and related Central African peoples)
oba-orisha.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
obatala.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
oceanus.md	SINGULAR	HIGH	Greek		Greek
odin.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
oduduwa.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba religion (Nigeria / Diaspora)
ogma.md	SINGULAR	HIGH	Celtic		Irish Celtic (and Gaulish)
ogou-vodou.md	SINGULAR	HIGH	Yoruba-Diaspora		[[tradition-vodou-haitian]]
ogun.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba (and Vodou via Dahomean-Yoruba transmission)
ohyah-nephilim.md	SINGULAR	HIGH	Israelite		Second-Temple Jewish apocalyptic (Book of Giants)
okuninushi.md	SINGULAR	HIGH	Shinto		Shinto
olodumare.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
olokun.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba religion (Nigeria / Diaspora)
ometeotl.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec
omoikane.md	SINGULAR	HIGH	Shinto		Shinto
onuris.md	SINGULAR	HIGH	Egyptian		Egyptian
ops-roman.md	SINGULAR	HIGH	Roman		Roman
orisha-oko.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
oro-polynesian.md	MULTI_SAME_FAMILY	REVIEW	Polynesian		Society Islands / Polynesian religion (Society Islands — 17th-18th c.; Marae Taputapuatea)
orunmila.md	MULTI_SAME_FAMILY	HIGH	Yoruba-Diaspora		Yoruba traditional religion (Ifá) → Santería (Lucumí), Candomblé
osanyin.md	SINGULAR	HIGH	Yoruba-Diaspora		[[tradition-yoruba]]
oshumare.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
oshun.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
osiris.md	SINGULAR	HIGH	Egyptian		Egyptian
osoosi.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
oya.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
oyagami.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-tenrikyo]]
oyamatsumi.md	SINGULAR	HIGH	Shinto		Shinto
pachacamac.md	SINGULAR	HIGH	Andean		Andean (Coastal Quechua / pre-Inca and Inca)
pachamama.md	MULTI_SAME_FAMILY	HIGH	Andean		Quechua / Aymara / pan-Andean
padmasambhava.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Nyingma school
padmavati.md	SINGULAR	HIGH	Jain		Jainism
palden-lhamo.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism (Tibetan; Indian Śrī Devī origins)
palongawhoya.md	SINGULAR	HIGH	Indigenous-N-American		hopi
pan-greek.md	SINGULAR	HIGH	Greek		Greek (Arcadian; later pan-Hellenic and Greco-Roman)
panacea.md	SINGULAR	HIGH	Greek		Greek
pangu.md	SINGULAR	HIGH	Chinese		Chinese mythology (Daoist-folk synthesis)
papa-legba.md	SINGULAR	HIGH	Yoruba-Diaspora		Haitian Vodou
papatuanuku.md	SINGULAR	HIGH	Polynesian		Māori
parashurama.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vaishnava)
pariacaca.md	MULTI_SAME_FAMILY	HIGH	Andean		Andean / Inca (Huarochirí Manuscript, c. 1608 CE)
parshvanatha.md	SINGULAR	HIGH	Jain		Jain (Agamas; the Tirthankara tradition)
parvati.md	SINGULAR	HIGH	Vedic-Hindu		Puranic Hinduism (Shaiva + Shakta)
pazuzu.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Assyrian / Babylonian
pele.md	SINGULAR	HIGH	Polynesian		Hawaiian
penemue.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
perkunas.md	SINGULAR	HIGH	Baltic		Baltic paganism (Lithuanian + Latvian)
persephone-greek.md	SINGULAR	HIGH	Greek		Greek
perun.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
phanes-protogonos.md	SINGULAR	HIGH	Mystery		Greek Orphic mystery-cult cosmogony
phoebe-titan.md	SINGULAR	HIGH	Greek		Greek
pidray.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
pluto-roman.md	SINGULAR	HIGH	Roman		Roman religion
plutus.md	SINGULAR	HIGH	Greek		Greek
poimandres.md	SINGULAR	HIGH	Hermetic		Hermetic
pomona.md	SINGULAR	HIGH	Roman		Roman
poqanghoya.md	SINGULAR	HIGH	Indigenous-N-American		Hopi (Puebloan)
poseidon.md	SINGULAR	HIGH	Greek		Greek
prajapati.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
prajnaparamita-goddess.md	SINGULAR	HIGH	Buddhist		Mahayana Buddhism
priapus-greek-roman.md	SINGULAR	HIGH	Greek		Greek
primal-man-manichaean.md	SINGULAR	HIGH	Manichaean		Manichaeism
prince-of-darkness-manichaean.md	SINGULAR	HIGH	Manichaean		Manichaean
prithvi.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu (Rigveda; Atharvaveda AV 12.1; Puranas)
prometheus.md	SINGULAR	HIGH	Greek		Greek religion + Greek philosophy (Romantic and modern reception)
proserpina-roman.md	SINGULAR	HIGH	Roman		Roman religion
proteus-greek.md	SINGULAR	HIGH	Greek		Greek
psyche-myth.md	SINGULAR	HIGH	Roman		Greco-Roman religion
ptah.md	SINGULAR	HIGH	Egyptian		Egyptian
ptahil.md	SINGULAR	HIGH	Mandaean		Mandaean
purusha.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Sāṃkhya / classical Hindu
quetzalcoatl.md	MULTI_SAME_FAMILY	REVIEW	Nahua-Aztec		Nahua / Aztec (Mexica) — and broader Mesoamerican
quirinus-roman.md	SINGULAR	HIGH	Roman		Roman religion
ra.md	SINGULAR	HIGH	Egyptian		egyptian-religion
radha.md	SINGULAR	HIGH	Vedic-Hindu		Gaudiya Vaishnavism (with antecedents in Bengali, Braj, and earlier bhakti)
raguel-archangel.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]] | received-in:liturgically retained in [[tradition-coptic-orthodox]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]] / liturgically retained in [[tradition-coptic-orthodox]]
rahu.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Navagraha)
raijin.md	SINGULAR	HIGH	Shinto		Shinto
rainbow-serpent.md	MULTI_SAME_FAMILY	HIGH	Aboriginal-Australian		Australian Aboriginal — widely attested across northern, central, and parts of southeastern Aboriginal Australia
rama.md	SINGULAR	HIGH	Vedic-Hindu		Vaishnavism — Ramaite devotionalism
ran.md	SINGULAR	HIGH	Norse		Norse paganism (Eddic poetry; Prose Edda)
ranginui.md	SINGULAR	HIGH	Polynesian		Māori
raphael-archangel.md	SINGULAR	HIGH	Israelite		Second Temple Judaism (Tobit)
rashnu-zoroastrian.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan and Pahlavi)
ratnasambhava.md	SINGULAR	HIGH	Buddhist		Mahāyāna Buddhism (Vajrayana)
raven-trickster.md	SINGULAR	REVIEW	UNKNOWN		Pacific Northwest Coast (Haida, Tlingit, Tsimshian, and related nations)
remiel-archangel.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic + Ezran) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
remus.md	SINGULAR	HIGH	Roman		Roman
renenutet.md	SINGULAR	HIGH	Egyptian		Egyptian
resheph.md	MULTI_SAME_FAMILY	HIGH	Canaanite		Canaanite / Ugaritic (West Semitic)
reue-lusitanian.md	SINGULAR	HIGH	Celtic		Lusitanian Religion (pre-Roman Iberian)
rhea.md	SINGULAR	HIGH	Greek		Greek religion
rhiannon.md	SINGULAR	HIGH	Celtic		Celtic paganism (Welsh) — Mabinogi tradition
rishabha-jain.md	SINGULAR	HIGH	Jain		Jain (Jain Agamas; Kalpa Sutra — earliest listing of Tirthankaras)
rod-slavic.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic (pre-Perun layer)
romulus.md	SINGULAR	HIGH	Roman		Roman (founding mythology)
rongo-maori.md	SINGULAR	HIGH	Polynesian		Māori (and wider Polynesia)
rosmerta.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaulish / Gallo-Roman)
ruaumoko.md	SINGULAR	HIGH	Polynesian		Māori
ruda.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (North Arabian — Thamudic / Safaitic)
rudra-shiva-early.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / proto-Hindu
ruha.md	SINGULAR	HIGH	Mandaean		Mandaean
runtiya.md	SINGULAR	HIGH	Hittite		Hittite
ryujin.md	SINGULAR	HIGH	Shinto		Shinto
sabazios.md	MULTI_SAME_FAMILY	REVIEW	Phrygian		Phrygian / Thracian
saint-blaise.md	SINGULAR	HIGH	Christian		Christianity (Eastern Orthodox + Catholic)
saklas.md	SINGULAR	HIGH	Gnostic		Gnostic (Sethian — Apocryphon of John; Gospel of Judas)
sakpata.md	MULTI_SAME_FAMILY	HIGH	Yoruba-Diaspora		Fon / Ewe (Dahomey, Benin, Togo) — Vodun tradition
sakra-buddhist.md	SINGULAR	HIGH	Buddhist		Buddhism (Theravāda, Mahāyāna, Esoteric)
samantabhadra-buddha.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Nyingma school
samsin.md	MULTI_SAME_FAMILY	HIGH	Korean		Korean shamanism (Muism) / Korean folk religion
sansin.md	MULTI_SAME_FAMILY	HIGH	Korean		Korean shamanism (Muism) / Korean folk religion
saoshyant.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Zoroastrian (Avestan and Pahlavi traditions); central to Sasanian and later Parsi eschatology
sapling-deity.md	SINGULAR	HIGH	Indigenous-N-American		Haudenosaunee (Iroquois)
saraqael-archangel.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]] | received-in:liturgically retained in [[tradition-coptic-orthodox]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]] / liturgically retained in [[tradition-coptic-orthodox]]
saraswati.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Pan-Hindu (Vedic origin)
sarpanit.md	SINGULAR	HIGH	Mesopotamian		Babylonian (Akkadian) — drawing on Sumerian prototypes
sarutahiko.md	SINGULAR	HIGH	Shinto		Shinto (Japanese)
satan-christian.md	SINGULAR	HIGH	Christian		Christianity (from Second Temple Jewish substrate)
satanael.md	MULTI_SAME_FAMILY	HIGH	Gnostic		Bogomilism and Catharism (medieval dualism)
satet.md	SINGULAR	HIGH	Egyptian		Egyptian
saturn-roman.md	SINGULAR	HIGH	Roman		Roman religion
saule.md	SINGULAR	HIGH	Baltic		Baltic paganism
savitr.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vedic)
sedna-inuit.md	SINGULAR	HIGH	Indigenous-N-American		Inuit (pan-Arctic — Nunavut, Alaska, Greenland)
sekhmet.md	SINGULAR	HIGH	Egyptian		Egyptian
selene.md	SINGULAR	HIGH	Greek		Greek
selket.md	SINGULAR	HIGH	Egyptian		Ancient Egyptian
semyaza.md	MULTI_SAME_FAMILY	REVIEW	Israelite	received-in:scripture in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic Judaism) / canonical scripture in [[tradition-ethiopian-orthodox-tewahedo]]
serapis.md	SINGULAR	HIGH	Egyptian		Greco-Egyptian (Ptolemaic syncretic state cult)
seshat.md	SINGULAR	HIGH	Egyptian		Egyptian
set.md	SINGULAR	HIGH	Egyptian		Egyptian
sethlans.md	SINGULAR	HIGH	Etruscan		Etruscan
shahar.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
shakti.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Shakta)
shala.md	SINGULAR	HIGH	Mesopotamian		Mesopotamian (northern; possibly Hurrian origin)
shalim.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
shams-arabian.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic South Arabian (Sabaean / Himyarite)
shangdi.md	SINGULAR	HIGH	Chinese		Chinese (Shang / early Zhou)
shango.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
shani.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Navagraha)
shapash.md	SINGULAR	HIGH	Canaanite		Ugaritic (Canaanite)
shara.md	SINGULAR	HIGH	Mesopotamian		Sumerian
sharruma.md	SINGULAR	HIGH	Hittite		Hittite (Hurrian)
shaushka-hurrian.md	SINGULAR	HIGH	Hittite		Hurrian–Hittite religion
shekhinah.md	MULTI_SAME_FAMILY	HIGH	Rabbinic		Rabbinic Judaism (early); Kabbalistic Judaism (mature)
shennong.md	SINGULAR	HIGH	Chinese		Chinese
shitala.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
shiva.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Shaivism (the broader cultic-theological tradition; the Tamil Shaiva Siddhānta, the Kashmir Trika non-dualist Shaivism, the Lingāyat/Vīraśaiva, the Nāth, and the Smārta integrations are all distinct sub-traditions)
shu.md	SINGULAR	HIGH	Egyptian		Egyptian
shukra.md	SINGULAR	HIGH	Vedic-Hindu		Vedic
sif.md	SINGULAR	HIGH	Norse		Norse paganism
sigyn.md	SINGULAR	HIGH	Norse		Norse paganism (Prose Edda: Gylfaginning 50; Völuspá 35)
silvanus.md	SINGULAR	HIGH	Roman		Roman
simargl.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic (East Slavic)
simbi-kongo.md	SINGULAR	HIGH	African		[[tradition-bantu-kongo]]
sin-hadhramaut.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic South Arabian (Hadramitic; kingdom of Hadramawt)
siris-akkadian.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Akkadian / Babylonian
sita.md	SINGULAR	HIGH	Vedic-Hindu		Bhakti Vaishnavism (Ramayana cycle)
skadi.md	SINGULAR	HIGH	Norse		Norse paganism
skanda-karthikeya.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu — pan-Indian; especially Tamil Murugan-cult of South India and Sri Lanka
sky-woman-haudenosaunee.md	SINGULAR	HIGH	Indigenous-N-American		haudenosaunee
sobek.md	SINGULAR	HIGH	Egyptian		Egyptian (Old Kingdom onward; major cult Fayum and Kom Ombo)
sokar.md	SINGULAR	HIGH	Egyptian		Egyptian
sol-invictus.md	MULTI_SAME_FAMILY	REVIEW	Roman		Roman state cult (3rd–4th centuries CE); broader syncretic solar theology
sol-norse.md	SINGULAR	HIGH	Norse		Norse
soma.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
sophia-gnostic.md	MULTI_SAME_FAMILY	HIGH	Gnostic		Sethian and Valentinian Gnosticism
spenta-armaiti.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Zoroastrian (Avestan and Pahlavi); the fourth of the six Amesha Spentas; feminine
spenta-mainyu.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian
spider-grandmother-hopi.md	SINGULAR	HIGH	Indigenous-N-American		hopi
spider-woman-navajo.md	SINGULAR	HIGH	Indigenous-N-American		Diné (Navajo)
sraosha.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan and Pahlavi)
stribog.md	SINGULAR	HIGH	Slavic-Finnic		Slavic (East Slavic primarily)
sucellus.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaulish / Gallo-Roman)
sukunabikona.md	SINGULAR	HIGH	Shinto		Shinto
sulis.md	SINGULAR	HIGH	Celtic		Celtic paganism (Romano-British)
sun-bearer.md	SINGULAR	HIGH	Indigenous-N-American		Diné (Navajo)
sun-goddess-of-arinna.md	SINGULAR	HIGH	Hittite		Hittite (with Hattic substrate)
sun-wukong.md	SINGULAR	HIGH	Chinese		Chinese folk religion
sundareswarar.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Tamil Shaiva)
supay.md	MULTI_SAME_FAMILY	HIGH	Andean		Inca / Andean
surtr.md	SINGULAR	HIGH	Norse		Norse
surya.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vedic-Brahmanic; Puranic; Saura sect)
susanoo.md	SINGULAR	HIGH	Shinto		Shinto
suwa.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Hudhayl tribe, Hejazi; Quranic-preserved antediluvian-pantheon listing)
svantovit.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic (West Slavic / Polabian)
svarog.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
tagitsu-hime.md	SINGULAR	HIGH	Shinto		Shinto
tagori-hime.md	SINGULAR	HIGH	Shinto		Shinto
takamimusubi.md	SINGULAR	HIGH	Shinto		Shinto (Kojiki / Nihon Shoki — Japanese)
takemikazuchi.md	SINGULAR	HIGH	Shinto		Shinto
takeminakata.md	SINGULAR	HIGH	Shinto		Shinto
tane.md	SINGULAR	HIGH	Polynesian		Māori
tangaroa.md	MULTI_SAME_FAMILY	HIGH	Polynesian		Pan-Polynesian — Māori, Tahitian, Samoan; Hawaiian Kanaloa is the cognate
tangun.md	MULTI_SAME_FAMILY	HIGH	Korean		Korean shamanism (Muism) / Korean founding mythology / modern Korean national religion
tanit.md	MULTI_SAME_FAMILY	HIGH	Canaanite		Phoenician / Punic (Carthaginian)
tapio.md	SINGULAR	HIGH	Slavic-Finnic		Finnish paganism (Kalevala; Finnish hunting folk religion)
tara.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Vajrayāna Buddhism — Tibetan, Mongolian, Himalayan; older Mahāyāna roots
taranis.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaulish — attested by Caesar and Lucan)
tarhunna.md	SINGULAR	HIGH	Hittite		Hittite (Luwian)
tartarus.md	SINGULAR	HIGH	Greek		Greek (Hesiodic and Orphic cosmogonic)
tat-hermetic.md	SINGULAR	HIGH	Hermetic		Hermetic (Corpus Hermeticum — especially CH XIII 'On Rebirth')
tatenen.md	SINGULAR	HIGH	Egyptian		Egyptian (Memphite theology)
tathagata.md	SINGULAR	HIGH	Buddhist		Buddhism
taweret.md	SINGULAR	HIGH	Egyptian		Egyptian
tawhirimatea.md	SINGULAR	HIGH	Polynesian		Māori
tecciztecatl.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Aztec / Mexica
tefnut.md	SINGULAR	HIGH	Egyptian		Egyptian
telipinu.md	SINGULAR	HIGH	Hittite		Hittite (with Hattic substrate)
tellus.md	SINGULAR	HIGH	Roman		Roman
tenjin.md	SINGULAR	HIGH	Shinto		Shinto
tepeu.md	SINGULAR	HIGH	Maya		Maya (K'iche')
teshub.md	SINGULAR	HIGH	Hittite		Hurrian–Hittite
tethys.md	SINGULAR	HIGH	Greek		Greek
teutates.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaulish — attested by Caesar, Lucan)
tezcatlipoca.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec (Mexica)
thanatos-greek.md	SINGULAR	HIGH	Greek		Greek
the-amesha-spentas.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian
the-ashvins.md	SINGULAR	HIGH	Vedic-Hindu		Vedic Hinduism
the-dioskouroi.md	SINGULAR	HIGH	Greek		Greek (Panhellenic)
the-elect-one-enochic.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic, Book of Parables) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
the-erinyes.md	SINGULAR	HIGH	Greek		Greek religion
the-evil-god-cathar.md	SINGULAR	HIGH	Gnostic		Catharism (Languedoc, Lombardy, Bosnia, 11th–14th c.)
the-good-god-cathar.md	SINGULAR	HIGH	Christian		Catharism — medieval Christian dualism
the-lady-ecclesia-hermas.md	MULTI_SAME_FAMILY	HIGH	Christian	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Early Roman Christianity / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
the-moirai.md	SINGULAR	HIGH	Greek		Greek religion
the-monad-gnostic.md	MULTI_SAME_FAMILY	HIGH	Gnostic		Sethian / Valentinian Gnostic
the-morrigan.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaelic)
the-one-plotinus.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism
the-pleroma.md	SINGULAR	HIGH	Gnostic		Gnostic (Sethian / Valentinian)
the-sefirot.md	SINGULAR	HIGH	Rabbinic		Kabbalistic Judaism
the-shepherd-angel-of-repentance.md	MULTI_SAME_FAMILY	HIGH	Christian	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Early Roman Christianity / canonical in [[tradition-ethiopian-orthodox-tewahedo]] (where the Shepherd of Hermas remains scripture)
the-trinity.md	SINGULAR	HIGH	Christian		Christianity
the-world-soul.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism
theia.md	SINGULAR	HIGH	Greek		Greek
themis.md	SINGULAR	HIGH	Greek		Greek religion
thor.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
thoth.md	SINGULAR	HIGH	Egyptian		Egyptian
three-pure-ones.md	SINGULAR	HIGH	Chinese		Daoism
tiamat.md	SINGULAR	HIGH	Mesopotamian		Babylonian (Akkadian) — drawing on Sumerian prototypes
tian-heaven.md	SINGULAR	HIGH	Chinese		Chinese (Zhou onward)
tiki.md	SINGULAR	HIGH	Polynesian		Polynesian
tinia.md	SINGULAR	HIGH	Etruscan		Etruscan religion
tir-armenian.md	SINGULAR	REVIEW	UNKNOWN		Armenian pre-Christian paganism
tirawa.md	SINGULAR	REVIEW	UNKNOWN		Pawnee
tishpak.md	SINGULAR	HIGH	Mesopotamian		Akkadian (Eshnunna)
tishtrya.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan) — Yasht cycle
tlahuizcalpantecuhtli.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
tlaloc.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec — pan-Mesoamerican
tlaltecuhtli.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
tlazolteotl.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec (Mexica) — earlier Huastec origin (Gulf Coast)
tonatiuh.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec
toyouke-omikami.md	SINGULAR	HIGH	Shinto		Shinto
toyouke.md	SINGULAR	HIGH	Shinto		Shinto
trebaruna.md	SINGULAR	HIGH	Celtic		Lusitanian Religion (pre-Roman Iberian)
triglav.md	SINGULAR	HIGH	Slavic-Finnic		Slavic
triptolemus.md	SINGULAR	HIGH	Greek		Greek
tripura-sundari.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
triton.md	SINGULAR	HIGH	Greek		Greek
tsui-goab.md	SINGULAR	HIGH	African		Khoikhoi (Khoe) religion — Southern African
tsukuyomi.md	SINGULAR	HIGH	Shinto		Shinto
tu-di-gong.md	SINGULAR	HIGH	Chinese		Chinese folk religion
tu-maori.md	SINGULAR	HIGH	Polynesian		Māori
tunupa.md	SINGULAR	HIGH	Andean		Aymara (Andean)
tuoni.md	MULTI_SAME_FAMILY	REVIEW	Slavic-Finnic		Finno-Karelian — Kalevala / runo-poetry tradition
turan.md	SINGULAR	HIGH	Etruscan		Etruscan
turms.md	SINGULAR	HIGH	Etruscan		Etruscan religion
tvashtar.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vedic)
tyche-greek.md	SINGULAR	HIGH	Greek		Greek paganism (Hellenistic period, 4th c. BCE onwards; Pindar Olympian 12)
typhon.md	SINGULAR	HIGH	Greek		Greek (with Anatolian / Hittite substrate)
tyr.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
ukko.md	SINGULAR	HIGH	Slavic-Finnic		Finno-Karelian (pre-Christian)
ullr.md	SINGULAR	HIGH	Norse		Norse
uni-etruscan.md	SINGULAR	HIGH	Etruscan		Etruscan religion
unkulunkulu-zulu.md	SINGULAR	HIGH	African		Zulu traditional religion
uranus-greek.md	SINGULAR	HIGH	Greek		Greek
urcuchillay.md	SINGULAR	HIGH	Andean		Inca
uriel-archangel.md	SINGULAR	HIGH	Israelite		Second Temple Judaism (1 Enoch)
urizen.md	SINGULAR	HIGH	Modern-Esoteric		Blakean mythology
ushas.md	SINGULAR	HIGH	Vedic-Hindu		Vedic (Rigveda)
utu-shamash.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian / Babylonian
vac-goddess.md	SINGULAR	HIGH	Vedic-Hindu		Vedic
vahagn.md	SINGULAR	REVIEW	UNKNOWN		Armenian pre-Christian paganism (Movses Khorenatsi — birth hymn)
vainamoinen.md	MULTI_SAME_FAMILY	REVIEW	Slavic-Finnic		Finno-Karelian — Kalevala / runo-poetry tradition
vairocana.md	SINGULAR	HIGH	Buddhist		Mahāyāna Buddhism (esp. Huayan, Shingon, Tiantai, Tibetan)
vajradhara.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Sarma (New Translation) schools
vajrakilaya-yidam.md	SINGULAR	HIGH	Buddhist		Vajrayana Buddhism
vajrapani.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Mahāyāna and Vajrayāna Buddhism (Indian origin; pan-East-Asian reception)
vajrasattva.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism
vajrayogini.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism (Tibetan — Kagyu, Gelug, Sakya schools)
vali.md	SINGULAR	HIGH	Norse		Norse
valkyrie.md	SINGULAR	HIGH	Norse		Norse (Eddic)
vamana.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vaishnava)
vanth.md	SINGULAR	HIGH	Etruscan		Etruscan
varaha-avatar.md	SINGULAR	HIGH	Vedic-Hindu		hinduism
varuna.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
vayu-iranian.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian
