file	class	conviction	origin_family	appearances	raw_tradition
lipit-ishtar.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian (First Dynasty of Isin)
lisa-owen.md	NO_TRADITION				
lord-elgin.md	NO_TRADITION				
louis-komjathy.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Chinese	Comparative religion (academic) / Daoism / contemplative studies
lucian-of-antioch.md	SINGULAR	HIGH	Christian		Patristic Christian (Antiochene scribal tradition)
lucian-of-samosata.md	SINGULAR	HIGH	Greek		Greek Second Sophistic (pagan)
luigi-manini.md	NO_TRADITION				
luis-de-camoes.md	MULTI_SAME_FAMILY	REVIEW	Hermetic		[[tradition-portuguese-hermeticism]] / Renaissance humanism
luis-eduardo-arochi.md	NO_TRADITION				
luis-lumbreras.md	NO_TRADITION				
luke-evangelist.md	SINGULAR	HIGH	Christian		earliest Christianity (Pauline circle)
luoyang-henan.md	NO_TRADITION				
luqman-sage.md	SINGULAR	HIGH	Islamic		Islam (Quranic wisdom figure)
lut.md	MULTI_CROSS_FAMILY	HIGH	Islamic	Israelite	Islam (Quranic prophet); Israelite / Hebrew Bible
lydia-of-thyatira.md	SINGULAR	HIGH	Christian		earliest Christianity
lynn-meskell.md	NO_TRADITION				
macarius-of-jerusalem.md	NO_TRADITION				
macrina-the-younger.md	SINGULAR	HIGH	Christian		Patristic Christian (Cappadocian)
madhva.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Dvaita Vedanta
mahakashyapa.md	NO_TRADITION				
mahakasyapa.md	SINGULAR	HIGH	Buddhist		Buddhism (pre-sectarian; first patriarch in Chan/Zen lineage)
mahamoggallana.md	NO_TRADITION				
mahatma-gandhi.md	NO_TRADITION				
mahavira.md	SINGULAR	HIGH	Jain		Jainism
mahayana-sutras.md	NO_TRADITION				
mahmud-of-ghazni.md	NO_TRADITION				
maimonides.md	SINGULAR	HIGH	Rabbinic		Rabbinic Judaism — medieval Aristotelian philosophy
majorville-cairn-alberta.md	NO_TRADITION				
makeda-queen-of-sheba.md	MULTI_CROSS_FAMILY	HIGH	Christian	Islamic | Israelite	[[tradition-ethiopian-orthodox-tewahedo]] (foundational figure of the Solomonic dynasty); also [[tradition-islam]] (Bilqis); [[tradition-judaism]] (1 Kings 10, Targum Sheni)
malcolm-miller.md	NO_TRADITION				
manchu-qing.md	NO_TRADITION				
manco-inca-yupanqui.md	NO_TRADITION				
mandate-of-heaven.md	NO_TRADITION				
manetho.md	MULTI_SAME_FAMILY	HIGH	Egyptian		Egyptian (Sebennytos priesthood) → early Ptolemaic Hellenistic court culture
mani.md	SINGULAR	HIGH	Manichaean		Manichaeism
manikkavacakar.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Tamil Shaivism — Saiva Siddhanta)
mansa-musa.md	NO_TRADITION				
manu.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
manuel-i-portugal.md	NO_TRADITION				
manuel-j-gandra.md	SINGULAR	HIGH	Hermetic		[[tradition-portuguese-hermeticism]]
marcion-of-sinope.md	SINGULAR	HIGH	Christian		Marcionite Christianity
marcus-aurelius-emperor.md	SINGULAR	HIGH	Greek		Stoicism (Roman state religion as practice)
marcus-the-magician.md	SINGULAR	HIGH	Christian		Valentinian Gnostic Christianity (Marcosian sub-school)
marcus-vipsanius-agrippa.md	NO_TRADITION				
marguerite-porete.md	SINGULAR	HIGH	Christian		Latin Christianity (Beguine; vernacular mysticism)
maria-hebraica.md	NO_TRADITION				
maria-the-jewess.md	SINGULAR	HIGH	Egyptian		Greco-Egyptian alchemy (Jewish-Hellenistic context)
marie-laveau.md	MULTI_SAME_FAMILY	REVIEW	Christian		New Orleans Voodoo (Louisiana, descended from Haitian Vodou) / Roman Catholicism (practicing)
marija-gimbutas.md	NO_TRADITION				
mark-evangelist.md	SINGULAR	HIGH	Christian		earliest Christianity
mark-lehner.md	NO_TRADITION				
mark-singleton.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Vedic-Hindu	Comparative religion (academic) / South Asian studies / modern yoga studies
marshall-vian-summers.md	MULTI_SAME_FAMILY	REVIEW	Modern-Esoteric		New Message from God / New Age channeled
marsilio-ficino.md	MULTI_CROSS_FAMILY	MEDIUM	Greek	Hermetic	Renaissance Platonism / Hermeticism
martha-of-bethany.md	SINGULAR	HIGH	Christian		earliest Christianity
martin-buber.md	MULTI_SAME_FAMILY	REVIEW	Israelite		German-Jewish philosophy / dialogical philosophy
martin-luther.md	SINGULAR	HIGH	Christian		Protestant Christianity (Lutheran)
mary-baker-eddy.md	SINGULAR	HIGH	Christian		Christian Science
mary-magdalene.md	MULTI_CROSS_FAMILY	HIGH	Christian	Gnostic	earliest Christianity; Gnostic traditions
mary-mother-of-jesus.md	SINGULAR	HIGH	Christian		Earliest Christianity
mary-of-bethany.md	SINGULAR	HIGH	Christian		earliest Christianity
master-gerhard.md	NO_TRADITION				
matsyendranath.md	MULTI_CROSS_FAMILY	MEDIUM	Vedic-Hindu	Rabbinic	Hindu — Nath sampradaya / Kaula Tantra; also claimed by Tibetan Buddhist mahāsiddha tradition as Mīnapā
matteo-ricci.md	SINGULAR	HIGH	Christian		Jesuit (Society of Jesus)
matthew-apostle.md	SINGULAR	HIGH	Christian		earliest Christianity
matthew-evangelist.md	SINGULAR	HIGH	Christian		earliest Christianity (Jewish-Christian)
max-muller.md	SINGULAR	HIGH	Academic		Comparative religion (academic)
maximus-the-confessor.md	SINGULAR	HIGH	Christian		Eastern Christian — Chalcedonian
mazdak.md	SINGULAR	HIGH	Zoroastrian		Sasanian-era Zoroastrian heretical reform-movement (Mazdakism)
mechthild-of-magdeburg.md	SINGULAR	HIGH	Christian		Latin Christianity (Beguine, then Cistercian — Helfta)
mehmed-ii.md	SINGULAR	HIGH	Islamic		Islam — Sunni (Ottoman; Hanafi)
meister-eckhart.md	SINGULAR	HIGH	Christian		Latin Christian — Dominican Rhineland mysticism
melchizedek.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Christian | Mandaean	Hebrew Bible / Second-Temple Judaism / Christianity (esp. Letter to the Hebrews) / Mormonism / Mandaean tradition
melchor-arteaga.md	NO_TRADITION				
melito-of-sardis.md	SINGULAR	HIGH	Christian		Patristic Christian (Quartodeciman Asian)
melvin-fowler.md	NO_TRADITION				
menander-i-soter.md	MULTI_CROSS_FAMILY	HIGH	Greek	Buddhist	Indo-Greek (Hellenistic); Buddhist convert per Pali tradition
menander-of-samaria.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Gnostic	Samaritan religious milieu; Simonian / proto-Gnostic
menelik-i-legendary.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
mengzi-person.md	SINGULAR	HIGH	Chinese		Confucianism
merle-greene-robertson.md	NO_TRADITION				
mes-anepada.md	SINGULAR	HIGH	Mesopotamian		Sumerian
mesa-verde.md	NO_TRADITION				
michael-archangel-person.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Christian | Islamic | Mandaean	Second Temple Judaism → Christianity → Islam → Mandaeism
michael-i-cerularius.md	NO_TRADITION				
michael-maier.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Hermetic | Modern-Esoteric	Latin Christianity (Lutheran) / Renaissance Hermetic-alchemical / Rosicrucian
michael-sendivogius.md	SINGULAR	REVIEW	UNKNOWN		Polish-Bohemian Latin alchemy
michelangelo-buonarroti.md	NO_TRADITION				
milarepa.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Kagyu school
mimar-sinan.md	NO_TRADITION				
mirabai.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Vaishnava — Krishna-bhakti)
mircea-eliade.md	MULTI_SAME_FAMILY	HIGH	Academic		Comparative religion (academic) / history of religions
miriam-prophetess.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
mnesicles.md	NO_TRADITION				
moctezuma-i.md	NO_TRADITION				
moctezuma-ii.md	NO_TRADITION				
modestus-of-jerusalem.md	NO_TRADITION				
mongols.md	NO_TRADITION				
montanus.md	SINGULAR	REVIEW	UNKNOWN		Montanism (the *New Prophecy*)
moses-cordovero.md	SINGULAR	HIGH	Rabbinic		Jewish Kabbalah
moses-de-leon.md	SINGULAR	HIGH	Rabbinic		Kabbalistic Judaism
moses.md	SINGULAR	HIGH	Israelite		Israelite religion (founder-figure)
motoori-norinaga.md	MULTI_SAME_FAMILY	REVIEW	Shinto		Shintō / Kokugaku (National Learning)
mozi-person.md	SINGULAR	REVIEW	UNKNOWN		Mohism
mt-misen-itsukushima.md	NO_TRADITION				
muawiya-ibn-abi-sufyan.md	SINGULAR	HIGH	Islamic		Islam — Sunnī (controversial in Sunni tradition itself: regarded as a sincere companion of Muhammad and legitimate caliph by mainstream Sunni; criticized as an opportunist by classical Sunni scholarship; relentlessly condemned by Shīʿī tradition for his war against [[ali-ibn-abi-talib|ʿAlī]] and his designation of his son [[husayn-ibn-ali|Yazīd I]] who killed [[husayn-ibn-ali|al-Ḥusayn]] at [[event-karbala-680|Karbala]])
muhammad-abduh.md	SINGULAR	HIGH	Islamic		Islamic modernism
muhammad-al-baqir.md	SINGULAR	HIGH	Islamic		Islam (Shi'a Fifth Imam)
muhammad-al-jawad.md	SINGULAR	HIGH	Islamic		Islam (Twelver Shi'a Ninth Imam)
muhammad-al-mahdi-person.md	SINGULAR	HIGH	Islamic		Islam (Twelver Shi'a Twelfth Imam; the awaited Mahdi)
muhammad-ibn-abdullah.md	SINGULAR	HIGH	Islamic		Islam
muhammad-iqbal.md	NO_TRADITION				
muhammad-prophet.md	NO_TRADITION				
mulla-omar.md	NO_TRADITION				
mulla-sadra.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islamic philosophy / Sufism — Transcendent Philosophy (*Hikmat al-Muta'aliya*)
murad-iv.md	NO_TRADITION				
musa-al-kazim.md	SINGULAR	HIGH	Islamic		Islam (Twelver Shi'a Seventh Imam)
mustafa-kemal-ataturk.md	NO_TRADITION				
muyuq-marka.md	NO_TRADITION				
myrrh-as-trade-commodity.md	NO_TRADITION				
n-t-wright.md	MULTI_SAME_FAMILY	REVIEW	Christian		Anglican (Church of England) / historical Jesus / Pauline studies
nabonidus.md	NO_TRADITION				
nachmanides.md	MULTI_SAME_FAMILY	HIGH	Rabbinic		Jewish — Talmudic Judaism and Kabbalah (Gerona school)
nagarjuna.md	SINGULAR	HIGH	Buddhist		Mahayana Buddhism (Madhyamaka school)
nagasena.md	MULTI_SAME_FAMILY	REVIEW	Buddhist		Buddhism (Sarvāstivāda or early-school monk, per Pali tradition); foundational across Theravāda and Sarvāstivāda
nakayama-miki.md	NO_TRADITION				
nammalvar.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Tamil Vaishnava — Alvar tradition; Sri Vaishnavism)
naram-sin.md	SINGULAR	HIGH	Mesopotamian		Akkadian
narasimhadeva-i.md	NO_TRADITION				
narmer.md	NO_TRADITION				
naropa-tilopa.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Kagyu (Indian origins)
nathan-of-gaza.md	SINGULAR	HIGH	Israelite		Jewish messianism (Sabbatean)
nebuchadnezzar-ii.md	SINGULAR	HIGH	Mesopotamian		Neo-Babylonian
nectanebo-i.md	NO_TRADITION				
nefertiti.md	SINGULAR	HIGH	Egyptian		egyptian-religion
nehemiah.md	NO_TRADITION				
neil-judd.md	NO_TRADITION				
nero-emperor.md	SINGULAR	HIGH	Roman		Roman state religion (pagan)
nestorius.md	SINGULAR	HIGH	Christian		Antiochene Christian
ngo-van-chieu.md	NO_TRADITION				
nichiren.md	SINGULAR	HIGH	Buddhist		Buddhism
nicodemus.md	MULTI_SAME_FAMILY	REVIEW	Christian		earliest Christianity; Johannine
nicomachus.md	SINGULAR	HIGH	Greek		Neo-Pythagoreanism
nimbarka.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu — Dvaitādvaita Vedanta / Nimbarka sampradaya / Radha-Krishna bhakti
nisargadatta-maharaj.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Advaita Vedanta
noah.md	SINGULAR	HIGH	Israelite		Israelite-Jewish (founder-figure)
noetus-of-smyrna.md	SINGULAR	HIGH	Christian		Modalist Monarchianism (early form)
north-acropolis-tikal.md	NO_TRADITION				
north-africa.md	NO_TRADITION				
numenius-of-apamea.md	MULTI_SAME_FAMILY	REVIEW	Greek		Middle Platonism with strong Neo-Pythagorean and Eastern-religious syncretic interests
nund-rishi.md	MULTI_SAME_FAMILY	REVIEW	Islamic		Sufi Islam — Rishi Order (Kashmir); strongly influenced by Kashmir Shaivism via Lal Ded
omar-khayyam.md	SINGULAR	HIGH	Islamic		Islamic Golden Age (Seljuk Persia)
onesimus.md	SINGULAR	HIGH	Christian		earliest Christianity
onias-iii.md	SINGULAR	HIGH	Israelite		Second Temple Judaism
onias-iv.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Egyptian	Second Temple Judaism / Egyptian Diaspora
oracle-divination.md	NO_TRADITION				
oracle-of-delphi.md	NO_TRADITION				
origen.md	SINGULAR	HIGH	Christian		Patristic Christian (Alexandrian school)
orpheus.md	MULTI_CROSS_FAMILY	MEDIUM	Mystery	Greek	Greek mystery religion (Orphism); influence on Pythagoreanism, Platonism, and later esoteric currents
p-d-ouspensky.md	SINGULAR	REVIEW	UNKNOWN		The Fourth Way
pachacuti-inca-yupanqui.md	NO_TRADITION				
pachomius.md	SINGULAR	HIGH	Christian		Patristic Christian (Egyptian Coptic)
padmasambhava-person.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism — Nyingma
palenque-triad.md	NO_TRADITION				
panini-grammarian.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Brahmanical learned tradition; post-Vedic śāstra
panj-pyare.md	NO_TRADITION				
papias-of-hierapolis.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
paracelsus.md	MULTI_SAME_FAMILY	REVIEW	Christian		Christian alchemy / Renaissance magic
paramahansa-yogananda.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Kriya Yoga
parmenides.md	SINGULAR	HIGH	Greek		Greek philosophy (Presocratic, Eleatic)
patanjali-yoga-sutras-author.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu — Yoga / Sāṃkhya-Yoga
paukar-marka.md	NO_TRADITION				
paul-frankl.md	NO_TRADITION				
paul-of-samosata.md	SINGULAR	HIGH	Christian		Christian (Adoptionist / dynamic-monarchian)
paul-of-tarsus.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Christian	Pharisaic Judaism → earliest Christianity
paul-pelliot.md	NO_TRADITION				
paul-strachan.md	NO_TRADITION				
paul-tillich.md	MULTI_SAME_FAMILY	REVIEW	Christian		Christian (Lutheran) / existential theology
pericles.md	NO_TRADITION				
perpetua-and-felicity.md	MULTI_SAME_FAMILY	HIGH	Christian		Patristic Christian; possibly Montanist-leaning
person-aldus-manutius.md	NO_TRADITION				
person-apollodorus-of-damascus.md	NO_TRADITION				
person-berthold-schwarz.md	NO_TRADITION				
person-bi-sheng.md	NO_TRADITION				
person-cai-lun.md	NO_TRADITION				
person-choe-yun-ui.md	NO_TRADITION				
person-johannes-gutenberg.md	NO_TRADITION				
person-orban.md	NO_TRADITION				
person-roger-bacon.md	NO_TRADITION				
person-shen-kuo.md	NO_TRADITION				
person-vitruvius.md	NO_TRADITION				
person-zheng-he.md	NO_TRADITION				
peter-apostle.md	SINGULAR	HIGH	Christian		earliest Christianity
peter-j-carroll.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Chaos magick / late-20th-century esotericism / Thelemic descent
pham-cong-tac.md	NO_TRADITION				
pharaoh-exodus.md	MULTI_CROSS_FAMILY	HIGH	Islamic	Israelite	Islam (Quranic figure); Israelite / Hebrew Bible tradition
pherecydes-of-syros.md	MULTI_CROSS_FAMILY	MEDIUM	Greek	Canaanite | Egyptian	Pre-Socratic / proto-philosophical Greek (Ionian); influenced by Phoenician and Egyptian sources
phidias.md	MULTI_CROSS_FAMILY	HIGH	Greek	Neoplatonist	[[tradition-greek-religion]] (religious art); [[tradition-neoplatonism]] (later reception)
philip-apostle.md	SINGULAR	HIGH	Christian		earliest Christianity
philip-ii-of-macedon.md	MULTI_SAME_FAMILY	REVIEW	Greek		Hellenic / Argead Macedonian
philip-iv-of-france.md	SINGULAR	HIGH	Christian		Latin Christianity (lay royal)
philip-the-evangelist.md	SINGULAR	HIGH	Christian		earliest Christianity
philippe-villeneuve.md	NO_TRADITION				
philo-of-alexandria.md	SINGULAR	HIGH	Israelite		Hellenistic Judaism (Middle Platonist)
philolaus.md	SINGULAR	HIGH	Greek		Pythagoreanism
phoebe.md	SINGULAR	HIGH	Christian		earliest Christianity
pierre-de-montreuil.md	NO_TRADITION				
pierre-pichard.md	NO_TRADITION				
pierre-plantard.md	MULTI_SAME_FAMILY	REVIEW	Literary		20th-c. French esoteric / conspiratorial-literary milieu / [[event-priory-of-sion-fabrication|Priory of Sion]]
plains-medicine-wheels.md	NO_TRADITION				
plato.md	SINGULAR	HIGH	Greek		Greek philosophy
pliny-the-younger.md	SINGULAR	HIGH	Roman		Roman aristocratic literary (pagan)
plotinus.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism
plutarch.md	MULTI_CROSS_FAMILY	MEDIUM	Greek	Roman	Middle Platonism; Delphic priesthood; Greco-Roman literary culture
polycarp-of-smyrna.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
pont-du-gard.md	NO_TRADITION				
pontius-pilate.md	SINGULAR	HIGH	Roman		Roman imperial administration (under Tiberius)
pope-alexander-iii.md	NO_TRADITION				
pope-benedict-xvi.md	NO_TRADITION				
pope-boniface-iv.md	NO_TRADITION				
pope-boniface-viii.md	NO_TRADITION				
pope-clement-v.md	SINGULAR	HIGH	Christian		Latin Christianity
pope-francis.md	MULTI_SAME_FAMILY	HIGH	Christian		Roman Catholicism / Society of Jesus (Jesuit background)
pope-innocent-iii.md	SINGULAR	HIGH	Christian		Latin Christianity
pope-julius-ii.md	NO_TRADITION				
pope-leo-i.md	NO_TRADITION				
pope-leo-x.md	NO_TRADITION				
pope-paul-vi.md	NO_TRADITION				
pope-pius-ix.md	NO_TRADITION				
pope-urban-ii.md	SINGULAR	HIGH	Christian		Latin Christianity
porphyry.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism
pothinus-of-lyon.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
poverty-point.md	NO_TRADITION				
praxeas.md	SINGULAR	HIGH	Christian		Modalist Monarchianism
prester-john.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Medieval European / Crusade mythology (legend, not historical figure)
prince-shotoku.md	NO_TRADITION				
priscilla-and-maximilla.md	SINGULAR	REVIEW	UNKNOWN		Montanism (the *New Prophecy*)
priscilla.md	SINGULAR	HIGH	Christian		earliest Christianity
priscillian.md	SINGULAR	HIGH	Christian		Christian (Hispano-Galician; ascetic / esoteric / accused of Manichaeism)
proclus.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism (Athenian)
procopius-of-caesarea.md	NO_TRADITION				
pseudo-dionysius-the-areopagite.md	MULTI_SAME_FAMILY	REVIEW	Christian		Christian Neoplatonism / mystical theology
pseudo-dionysius.md	SINGULAR	HIGH	Christian		Christian
ptolemaeus-valentinian.md	SINGULAR	HIGH	Christian		Valentinian Gnostic Christianity (Italian branch)
ptolemaeus.md	SINGULAR	HIGH	Gnostic		Valentinian Gnosticism (Italian school)
ptolemy-i-soter.md	MULTI_CROSS_FAMILY	HIGH	Greek	Egyptian	Hellenistic Greek (Macedonian) ruling Egypt as Pharaoh; founder of the Greco-Egyptian state-cult
ptolemy-ii-philadelphus.md	SINGULAR	HIGH	Greek		Hellenistic Greek (Macedonian) ruling Egypt as Pharaoh
ptolemy-iii-euergetes.md	NO_TRADITION				
ptolemy-xii-auletes.md	NO_TRADITION				
pueblo-alto.md	NO_TRADITION				
pueblo-del-arroyo.md	NO_TRADITION				
pyrrha.md	MULTI_SAME_FAMILY	HIGH	Greek		Greek / Hellenistic
pyrrho-of-elis.md	SINGULAR	HIGH	Greek		Greek philosophy (Pyrrhonism / Greek skepticism)
pythagoras.md	SINGULAR	HIGH	Greek		Pythagoreanism (and via influence: Platonism, Neoplatonism, Hermeticism, Neo-Pythagoreanism)
pytheas.md	SINGULAR	HIGH	Greek		Greek — Massaliote (colonial Greek, southern France)
qianlong-emperor.md	NO_TRADITION				
quadratus-the-apologist.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
quetzalcoatl-historical.md	SINGULAR	HIGH	Nahua-Aztec		Toltec (Nahua)
rabbi-akiva.md	SINGULAR	HIGH	Israelite		Tannaitic Judaism
rabbi-judah-loew.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Rabbinic	Ashkenazi Judaism / Kabbalah
rabbi-shimon-bar-yochai.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Rabbinic	Tannaitic Judaism / Kabbalistic tradition
rabia-of-basra.md	MULTI_SAME_FAMILY	REVIEW	Islamic		Sufi Islam — early Basran ascetic / love-mysticism
rajaraja-i-chola.md	NO_TRADITION				
ram-mohan-roy.md	SINGULAR	HIGH	Vedic-Hindu		Hindu modernism — Brahmo Samaj
ramakrishna.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu modernism / Ramakrishna Mission
ramana-maharshi.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu modernism / Advaita Vedanta
ramanuja.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Vishishtadvaita (Sri Vaishnavism)
ramesses-ii.md	NO_TRADITION				
ramon-llull.md	SINGULAR	HIGH	Christian		Catalan Christianity (Franciscan)
ramprasad-sen.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Shakta)
ramses-ii.md	NO_TRADITION				
raphael-sanzio.md	NO_TRADITION				
rashid-rida.md	MULTI_SAME_FAMILY	REVIEW	Islamic		Islamic modernism / proto-Salafism
recep-tayyip-erdogan.md	NO_TRADITION				
rene-girard.md	MULTI_SAME_FAMILY	REVIEW	Academic		Modern religious studies / comparative anthropology
rene-guenon.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-traditionalism-perennialist]]
rene-millon.md	NO_TRADITION				
reza-aslan.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Islamic	Comparative religion (popular) / Islam (Shia background)
richard-davis.md	NO_TRADITION				
richard-l-burger.md	NO_TRADITION				
richard-voigtel.md	NO_TRADITION				
richard-wetherill.md	NO_TRADITION				
rinchen-zangpo.md	SINGULAR	HIGH	Buddhist		Tibetan Buddhism (early Western Tibetan / Ladakhi renewal)
rishabha.md	SINGULAR	HIGH	Jain		Jainism
robert-bauval.md	NO_TRADITION				
robert-de-boron.md	SINGULAR	HIGH	Christian		Latin Christianity (French medieval literary culture)
robert-fludd.md	SINGULAR	HIGH	Hermetic		English Hermetic-Paracelsian-Rosicrucian
robert-schoch.md	NO_TRADITION				
rowan-williams.md	MULTI_SAME_FAMILY	REVIEW	Christian		Anglican (Church in Wales / Church of England) / patristic and Russian-Orthodox-informed theology
rudolf-ii-habsburg.md	MULTI_SAME_FAMILY	REVIEW	Modern-Esoteric		Habsburg imperial / Renaissance occultism
rudolf-otto.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian	Comparative religion (academic) / Phenomenology of religion / German liberal Protestantism
rudolf-steiner.md	SINGULAR	HIGH	Modern-Esoteric		Anthroposophy
rumi.md	SINGULAR	HIGH	Islamic		Sufi Islam — Mevlevi (Mawlawiyya)
saadia-gaon.md	SINGULAR	HIGH	Rabbinic		Rabbinic Judaism — Geonic
sabellius.md	MULTI_SAME_FAMILY	REVIEW	Christian		Sabellianism / Modalist Monarchianism
saburo-sugiyama.md	NO_TRADITION				
sadi-of-shiraz.md	SINGULAR	HIGH	Islamic		Islam (Sufism — Persian ethical-literary tradition)
saeki-no-kuramoto.md	NO_TRADITION				
saint-catherine-of-alexandria.md	NO_TRADITION				
saint-peter.md	NO_TRADITION				
saladin.md	SINGULAR	HIGH	Islamic		Sunni Islam (Shafi'i school)
salih-prophet.md	SINGULAR	HIGH	Islamic		Islam (Quranic prophet tradition)
sallaq-marka.md	NO_TRADITION				
samaratungga.md	NO_TRADITION				
samuel-ajayi-crowther.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Yoruba-Diaspora	Anglican Christianity (Church Mission Society) / Yoruba
samuel-prophet.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
san-pedro-cactus.md	NO_TRADITION				
sangyo-gisho.md	NO_TRADITION				
santideva.md	SINGULAR	HIGH	Buddhist		Mahāyāna Buddhism (Madhyamaka-Prāsaṅgika lineage; Nālandā)
sarada-devi.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu modernism / Ramakrishna Mission
sarah-matriarch.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
sargon-of-akkad.md	SINGULAR	HIGH	Mesopotamian		Akkadian (Sumerian / Mesopotamian)
sariputta.md	NO_TRADITION				
saturninus.md	MULTI_SAME_FAMILY	HIGH	Gnostic		Antiochene proto-Gnostic / Encratite-Gnostic
sayyid-qutb.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islamism / Muslim Brotherhood radical wing
scythians.md	NO_TRADITION				
sebastian-i-portugal.md	SINGULAR	HIGH	Christian		[[tradition-christianity-canonical]]
seela-meqabyan.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (canonical scripture only here)
seneca.md	SINGULAR	HIGH	Greek		Stoicism (Roman)
senge-takatoshi.md	NO_TRADITION				
senusret-i.md	NO_TRADITION				
septimius-severus.md	SINGULAR	HIGH	Roman		Roman state religion (pagan; Punic-African background)
serapeum-of-alexandria.md	NO_TRADITION				
serapeum-of-saqqara.md	NO_TRADITION				
seth.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Christian | Mandaean | Islamic	Hebrew Bible; Sethian Gnostic Christianity; Mandaeism (as Šitil); Islam
seti-i.md	NO_TRADITION				
severus-of-antioch.md	MULTI_SAME_FAMILY	REVIEW	Christian		Pre-Chalcedonian Antiochene Christianity; foundational systematic theologian of Oriental Orthodoxy
shabaka.md	NO_TRADITION				
shabbatai-tzvi.md	SINGULAR	HIGH	Israelite		Jewish messianism (Sabbatean — heterodox)
shah-wali-allah.md	MULTI_SAME_FAMILY	HIGH	Islamic		Sunni Islam / Naqshbandi Sufism / Indian Islamic reform
shaiva-agamas.md	NO_TRADITION				
shaka-triad-horyuji.md	NO_TRADITION				
shamanism-altered-states.md	NO_TRADITION				
shammai.md	MULTI_SAME_FAMILY	REVIEW	Rabbinic		Pharisaic / proto-rabbinic Judaism
shankara.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Advaita Vedanta
shariputra.md	SINGULAR	HIGH	Buddhist		Buddhism (pre-sectarian; foundational across all schools)
sheikh-farid.md	NO_TRADITION				
shenhui.md	NO_TRADITION				
shenoute.md	SINGULAR	HIGH	Christian		Pre-Chalcedonian Egyptian (Coptic) Christianity
shenxiu.md	SINGULAR	HIGH	Buddhist		Chan Buddhism — Northern School (gradual awakening)
shin-arahan.md	NO_TRADITION				
shinran.md	SINGULAR	HIGH	Buddhist		Buddhism
shiyan-hubei.md	NO_TRADITION				
shosoin-treasury.md	NO_TRADITION				
shuayb-prophet.md	SINGULAR	HIGH	Islamic		Islam (Quranic prophet tradition)
shulgi.md	SINGULAR	HIGH	Mesopotamian		Sumerian (Third Dynasty of Ur)
